Id,SalePrice
1461,121417.77894467392
1462,239659.73842915046
1463,189177.42646243164
1464,201959.45143795005
1465,193445.3440651862
1466,172786.1963835049
1467,180088.20627702086
1468,160432.66285357764
1469,205665.7191498401
1470,126976.31962067493
1471,165217.0184230906
1472,98582.76758584929
1473,107736.20045785554
1474,146986.85479452056
1475,109098.43833169242
1476,364238.53720861336
1477,249457.2852175531
1478,290984.71645642037
1479,300352.6759498678
1480,462475.26922458276
1481,316521.89840249345
1482,206938.49902035177
1483,175002.83341451554
1484,166821.45578497258
1485,183941.06811648325
1486,197448.07552592445
1487,331941.9245126901
1488,247326.61136140372
1489,199271.0450444611
1490,253049.27076605047
1491,192317.814860898
1492,95390.63088580433
1493,195293.56896913928
1494,298284.6374992776
1495,290072.9022037218
1496,251446.7317416726
1497,178143.60545112222
1498,178333.11264100863
1499,160309.22185293274
1500,156663.07863005687
1501,192508.88493881916
1502,142668.29283262964
1503,305459.65958862775
1504,243803.89102273888
1505,231120.63438322727
1506,204203.29197746122
1507,261690.61069911113
1508,193002.29192327804
1509,169721.98363295596
1510,144569.36641195725
1511,165792.66807943882
1512,165910.89564117024
1513,139191.10434153196
1514,158490.443882292
1515,185428.57589396217
1516,152046.49494926017
1517,169327.98099617762
1518,122671.57031649373
1519,209539.1036564465
1520,125298.25821827892
1521,135393.21317153898
1522,192009.58992857038
1523,115526.20769618831
1524,123331.67355759701
1525,125116.35081732542
1526,116261.88264583898
1527,113101.45261793653
1528,122752.85228876254
1529,158507.82593385808
1530,192016.198226147
1531,119567.48129639674
1532,111343.69972907219
1533,150743.0078049528
1534,131914.635112192
1535,150522.75239530933
1536,109517.43841787169
1537,67115.13243956174
1538,143410.60383655754
1539,199541.66004034586
1540,91088.91072502287
1541,146407.58693008436
1542,152584.80560444875
1543,186725.33336925355
1544,91391.10851058533
1545,103079.23024633003
1546,144909.79295299767
1547,136917.189872692
1548,158971.54132483754
1549,116935.82220188814
1550,135161.0029509576
1551,109482.93025550709
1552,137287.28956498828
1553,149538.65992385932
1554,110517.04117992625
1555,163727.52236982062
1556,76460.46630579389
1557,130388.25959634893
1558,95468.75737504946
1559,62311.0416189883
1560,123741.01260005272
1561,137062.10501205476
1562,123049.30332331204
1563,122952.67258461763
1564,165454.03011153097
1565,156002.99963906794
1566,240431.3817179745
1567,87769.95994758357
1568,221825.1903680354
1569,152928.18580012425
1570,123359.55109385363
1571,103626.27664876769
1572,146931.04128315486
1573,250711.04288835963
1574,138428.97241008063
1575,249125.5025460136
1576,251909.34373988613
1577,184812.82503208902
1578,150774.56772559675
1579,129868.64742176725
1580,190727.11637168654
1581,139682.29317513134
1582,132250.28539318734
1583,292135.3666155862
1584,220854.65493277728
1585,135992.0365713382
1586,93746.1213044887
1587,110445.25451542092
1588,160430.56121569703
1589,107209.51999242959
1590,125344.84469311422
1591,77061.90372954
1592,129697.14537072391
1593,138645.99121735382
1594,142157.54265610524
1595,103608.23523885463
1596,230198.54949046648
1597,178279.07924816053
1598,210577.41695553873
1599,186710.78015414628
1600,166398.32594919595
1601,82192.35733155187
1602,116397.05302807482
1603,77985.39282145872
1604,276009.95466709626
1605,231031.46912153703
1606,145341.72306898676
1607,181026.69400807525
1608,207867.4938002705
1609,178673.23986665648
1610,155075.16705079871
1611,136320.7762109969
1612,172887.08423565954
1613,161762.5632747029
1614,133251.9162321916
1615,91542.99834916144
1616,63004.961609639424
1617,89286.72831424628
1618,139539.87357288186
1619,143245.45753338546
1620,180211.45219941868
1621,137741.45425300582
1622,148942.08295065092
1623,250767.25470404187
1624,210663.9015020221
1625,105768.81616752094
1626,173434.76391826128
1627,190306.73033572687
1628,284897.0207071374
1629,178875.18389660734
1630,349405.85862111824
1631,238299.0792150403
1632,240316.25523572855
1633,172406.67444650334
1634,183039.68340273388
1635,172769.6706865088
1636,148706.38049917202
1637,205582.215819589
1638,181669.7768369126
1639,193371.4563834872
1640,252913.0635468945
1641,178292.6388030047
1642,261014.2287357691
1643,217220.35000728568
1644,232508.20373877272
1645,223705.98941463215
1646,160364.99344421833
1647,155709.56038410938
1648,132934.68011192136
1649,143357.605414382
1650,118686.56214563876
1651,119793.03984335261
1652,98353.81923251547
1653,98671.69159545926
1654,147383.93528823886
1655,127497.28778535698
1656,145608.70733748085
1657,154373.84891020888
1658,147364.10698914074
1659,121762.59672757784
1660,153316.15260161716
1661,400873.5398868922
1662,375080.35127085785
1663,370899.9434818787
1664,462866.13793419325
1665,322954.58184807724
1666,317029.2389650226
1667,370384.6687901955
1668,347044.00732957746
1669,309421.77981630596
1670,346633.7224384886
1671,253484.77833027474
1672,398546.6705409371
1673,283240.4064574742
1674,239684.61830787623
1675,189127.37821895213
1676,200459.48844325074
1677,209766.22890479432
1678,465156.4454289146
1679,375655.5452045889
1680,332130.9824217144
1681,265527.8180400752
1682,313707.73317054176
1683,184126.445172056
1684,161876.25316740377
1685,168117.50048257154
1686,168733.24803496877
1687,166006.81225786766
1688,190952.8831561832
1689,194882.94810811125
1690,193074.26848583808
1691,180098.8998257061
1692,273281.6729543451
1693,163724.06592028044
1694,183525.08976652697
1695,167129.6420177971
1696,262134.15528422222
1697,174356.45590926116
1698,339870.2480788113
1699,320678.2316022339
1700,266419.09988038795
1701,278284.9482342619
1702,243890.4610218351
1703,235230.69646944033
1704,280682.0205307496
1705,257975.19604583882
1706,415720.8806003443
1707,235325.64468387712
1708,203080.64110477996
1709,261733.69289873782
1710,229074.7233212375
1711,280475.62845856574
1712,256974.56301172217
1713,279130.55464595294
1714,224922.51222504748
1715,212441.52618738887
1716,186059.74877190328
1717,176301.97105283343
1718,143580.98627274646
1719,218971.45531612745
1720,225946.30192841945
1721,158203.85325496036
1722,119481.61184195722
1723,157740.53055773771
1724,212342.2534558462
1725,232552.57601928333
1726,178324.950678867
1727,140847.08081499216
1728,164713.53760967174
1729,166814.60351202876
1730,122676.05610392817
1731,116882.22716989662
1732,131299.34427598587
1733,109907.47156842113
1734,141801.05489554707
1735,135967.65922160432
1736,105737.93541106355
1737,299001.63791976986
1738,247145.39334134987
1739,264047.2001415626
1740,224821.2715761161
1741,198990.94694895748
1742,182578.99552251195
1743,177213.3292196748
1744,337592.16046633804
1745,246097.2041590822
1746,199308.8496822052
1747,207958.95777521533
1748,223365.42875928874
1749,142919.8753959408
1750,122249.62576353626
1751,243564.6927750189
1752,117850.89953728225
1753,145685.7619981234
1754,189234.455412347
1755,157510.5303366015
1756,136470.31853567823
1757,121707.82309113821
1758,148089.19719733347
1759,164632.64485098232
1760,168562.45800093535
1761,154693.0879205662
1762,184690.46936697248
1763,174235.35634223506
1764,117389.74628154037
1765,197701.6778261155
1766,179200.86782100808
1767,214925.7456110526
1768,147338.56701320966
1769,164313.37338135808
1770,136118.56249681054
1771,120057.09202288104
1772,135088.5917149148
1773,152453.4876602322
1774,139283.3683244552
1775,130721.01787499452
1776,131960.3189568601
1777,119797.12684540865
1778,146374.56864002996
1779,125451.7413656214
1780,161601.35339490132
1781,121063.18166006792
1782,87197.10491380894
1783,143902.05958890542
1784,123755.31609271184
1785,136504.1991974888
1786,146394.34294686557
1787,150906.12838888032
1788,65599.4778178501
1789,106335.12066931692
1790,81526.6877900458
1791,193357.68618664422
1792,153535.8986907067
1793,95764.02239534404
1794,160815.65068682193
1795,128528.8845764588
1796,140720.70940427945
1797,87564.6764959653
1798,115440.67775559213
1799,111034.5587743923
1800,136050.5641082389
1801,129767.51387197356
1802,125150.79377902359
1803,159358.4773429704
1804,141985.20493181527
1805,117685.80262264959
1806,131880.3551237413
1807,132614.08400339005
1808,119672.15980810556
1809,126979.4308703315
1810,155188.76434971596
1811,99906.23256419045
1812,106476.85614973427
1813,141811.33501576536
1814,109606.38793669808
1815,68053.4708287662
1816,94050.73217283127
1817,120075.58741282576
1818,165396.12164952513
1819,141370.29089663524
1820,42785.5602666308
1821,121035.98871000794
1822,156596.86676642456
1823,42216.56092898175
1824,137272.6919876923
1825,143340.53464546544
1826,92788.18521049658
1827,97780.9151621769
1828,128098.77868055232
1829,125584.64074750122
1830,151258.78441140233
1831,144401.18528392413
1832,65178.67798352365
1833,135282.60513613606
1834,111676.99682944143
1835,104369.45290968637
1836,132177.7679275686
1837,92940.05546333961
1838,135401.401375787
1839,122935.64235875965
1840,167489.29450230504
1841,142724.11067181782
1842,107128.28673274688
1843,133037.01802642422
1844,145520.3459843432
1845,143605.16931280564
1846,151603.28112867844
1847,155810.48200574514
1848,45631.48017126876
1849,95523.02041369547
1850,113914.20845987489
1851,143132.8639109599
1852,133762.51105506084
1853,124610.57205760214
1854,154078.67700385445
1855,128685.49415485
1856,224040.59896241277
1857,117760.54413813847
1858,138436.35096840045
1859,109748.72464444138
1860,150792.28345326692
1861,114922.74001279267
1862,299237.80089961726
1863,284786.0929555335
1864,284804.0677456231
1865,366441.4349228096
1866,346011.62497454835
1867,220243.16469366034
1868,293183.99392912176
1869,204436.87869059146
1870,225751.53331788466
1871,271721.9265464581
1872,166056.9171493703
1873,237026.90044599603
1874,155565.56238513335
1875,193891.4115232911
1876,204167.91104349078
1877,211212.9190011663
1878,199336.0129171163
1879,133874.706410876
1880,126649.09403473436
1881,248820.77780726398
1882,242389.13239366352
1883,185029.42009365483
1884,203889.27977973345
1885,225504.40756616998
1886,292855.0880760831
1887,209203.2206066771
1888,255649.50672054297
1889,165628.14278626832
1890,125079.3575458654
1891,128121.44989479473
1892,90346.39398481429
1893,141115.58180795383
1894,108435.9084785283
1895,132998.60264158068
1896,134802.67451437534
1897,124610.92263030997
1898,112091.8440087947
1899,173911.4084681966
1900,164072.4149872048
1901,156293.8257436976
1902,152417.78961803112
1903,221338.87156021217
1904,159216.23169872529
1905,220462.2863496361
1906,151627.59263067355
1907,243915.95964655938
1908,109941.1568153839
1909,135538.17019802125
1910,129346.62597911576
1911,231826.9132790487
1912,305459.41123885603
1913,146236.3491150022
1914,63764.595314998616
1915,339188.1210699413
1916,77212.74207774855
1917,232359.32323543588
1918,125849.28918629617
1919,155581.19180413435
1920,156562.44121763716
1921,398107.0702772966
1922,343892.68464448326
1923,242501.6622520774
1924,227327.2321105744
1925,198245.86658743088
1926,385562.08019942575
1927,127621.7188686574
1928,157033.96575134038
1929,125614.96732809648
1930,107466.39700751688
1931,144323.76574212857
1932,150852.41390863058
1933,188507.03636906832
1934,178579.75442119778
1935,167416.49834930126
1936,208331.96682041886
1937,176932.1311417965
1938,171209.62860622967
1939,269832.5429061561
1940,194210.990571647
1941,170678.3455333345
1942,165493.27839471336
1943,221383.15802750151
1944,366722.55258340517
1945,389271.6081826308
1946,133914.0194178092
1947,323978.3017360064
1948,185430.32453438826
1949,261424.13359225387
1950,195240.1308042615
1951,249677.72589860595
1952,203203.8562678438
1953,164878.20132574358
1954,187102.51219779009
1955,131113.53685481002
1956,296932.8254550591
1957,168026.54229797007
1958,267457.04228910385
1959,127052.60401041599
1960,102091.14410836801
1961,125981.33990185914
1962,102616.03201023066
1963,113668.78289784887
1964,119770.97181232969
1965,130852.32211842356
1966,139691.3386795039
1967,302784.4808611558
1968,406363.50693845784
1969,378448.2177727093
1970,391539.8560011297
1971,434548.80172059895
1972,365699.2849830047
1973,282240.0447131265
1974,338770.44914363156
1975,474382.46336744766
1976,270115.35189354024
1977,350683.24489983195
1978,347337.52742574306
1979,312738.2667675058
1980,200758.82494479755
1981,344820.096047209
1982,209030.83178227395
1983,194549.30521256872
1984,177168.36685939232
1985,229330.25866427008
1986,210154.16878195404
1987,197523.41890097366
1988,168480.27353602
1989,194413.1333743719
1990,212283.6172330101
1991,221376.7537075334
1992,219763.01584994915
1993,161174.1468731393
1994,230414.24553318822
1995,190120.36025007372
1996,264940.48836467345
1997,320442.3278160591
1998,317577.8440890269
1999,293152.99221773463
2000,308775.02191128524
2001,274993.2265648233
2002,254365.88031377012
2003,253725.12156445193
2004,286579.901623027
2005,236416.63764043065
2006,224419.8592226941
2007,250055.1085873869
2008,226683.76367167098
2009,196998.11210906575
2010,184551.95829215637
2011,134440.5807816725
2012,171129.06773214685
2013,177051.8366924969
2014,182745.49726851418
2015,216155.80731324863
2016,189782.8671504836
2017,192873.42584270032
2018,125707.60366284655
2019,146378.40479870292
2020,93701.30530922455
2021,93900.51118129518
2022,199315.44673737258
2023,144171.9724189017
2024,274001.7705841176
2025,357059.465181984
2026,174026.4734051046
2027,156403.00600787092
2028,147368.48409294398
2029,178556.41775461662
2030,265139.87408271
2031,253352.553750998
2032,272296.35675954877
2033,255468.3213533917
2034,178634.43241167226
2035,235010.78046884382
2036,204434.84903496393
2037,222284.58462091818
2038,316985.2067149963
2039,234317.05507440286
2040,340774.33641755325
2041,295231.1495501171
2042,212567.7495705936
2043,174414.313506949
2044,180620.83956908237
2045,204152.0855798035
2046,147884.2350085106
2047,147402.82694064276
2048,143012.99384858063
2049,135051.44942528463
2050,173593.3118944856
2051,102902.05324979563
2052,131473.96198327912
2053,149699.99038806767
